WellReport,TypeOfWork,ProposedUs,OwnerName2,County2,WellAddres,CoordDDLat,CoordDDLon,GridNumber,DrillingSt,DrillingEn,Year,BoreholeDe,DrillerSig,DrillerCom,LicenseNum,PluggingRe
386838,New Well,Public Supply,DOLLAR GENERAL,Ector,"241 N KNOX, ODESSA, 79763",31.808334,-102.505001,45-12-6,1/15/2015,1/17/2015,2015,130,Bryan A Mehlhoff,"MARKS WATER WELL COMPANY, INC",59300,101025
386837,New Well,Public Supply,DOLLAR GENERAL,Ector,"7575 GRANT AVE, ODESSA, 79761",31.787778,-102.366944,45-14-7,1/28/2015,1/28/2015,2015,140,Bryan A Mehlhoff,"MARKS WATER WELL COMPANY, INC",59300,
375531,New Well,Public Supply,CMT Storage,Ector,"7101 Faudree Rd, Odessa,",31.931111,-102.311667,45-06-5,9/11/2014,9/11/2014,2014,155,Ronald Ray Wheeler,Wheeler Drillling,1540,
369597,New Well,Public Supply,Iron Horse Ranch,Ector,"16531 W. IH 20, Odessa,",31.758334,-102.546945,45-12-8,6/26/2014,6/26/2014,2014,210,Ronald Ray Wheeler,Wheeler Drilling,1540,
369595,New Well,Public Supply,Iron Horse Ranch,Ector,"16531 W. IH 20, Odessa,",31.758056,-102.5475,45-12-8,6/25/2014,6/25/2014,2014,210,Ronald Ray Wheeler,Wheeler Drilling,1540,
367666,New Well,Public Supply,Reliabilty Consulting Management Group,Ector,"101 Solo Rd, Midland, 79762",31.881389,-102.293611,45-06-8,6/3/2014,6/3/2014,2014,118,Russell Southerland,West Texas Water Well Service,2713,
318192,New Well,Public Supply,Zimmerman Construction,Ector,"3006 So. Hwy 385, Odessa, 79766",31.798611,-102.365834,45-14-4,4/30/2013,4/30/2013,2013,134,Rory B Roach,West Texas Water Well Service,54815,
318188,New Well,Public Supply,Zimmerman Construction,Ector,"3006 So. Hwy 385, Odessa, 79766",31.798334,-102.367778,45-14-4,4/29/2013,4/29/2013,2013,133,Rory B Roach,West Texas Water Well Service,54815,
318186,New Well,Public Supply,Zimmerman Construction,Ector,"3006 So. Hwy 385, Odessa, 79766",31.798056,-102.368333,45-14-4,4/26/2013,4/26/2013,2013,134,Rory B Roach,West Texas Water Well Service,54815,
272119,New Well,Public Supply,Weatherford International,Ector,"8866 W. Loop 338, Odessa, 79764",31.934722,-102.435,45-05-5,11/9/2011,11/9/2011,2011,167,Rory B Roach,West Texas Water Well Service,54815,
224500,New Well,Public Supply,Dollar General,Ector,"100 W. Yukon, Odessa, 79764",31.910834,-102.494445,45-05-7,7/1/2010,7/2/2010,2010,160,Ronny Keith,West Texas Water Well Service,4854,
183477,New Well,Public Supply,Waste Control Specialists,Andrews,"9998 W. State Hwy. 176, Andrews, 79714",31.738889,-102.335834,45-22-1,5/29/2009,5/29/2009,2009,80,David Gann,West Texas Water Well Service,4855,
526455,New Well,Public Supply,CITY OF COLORADO CITY,Mitchell,"COUNTY ROAD 404, COLORADO CITY,",32.398722,-100.756929,29-34-9,9/17/2019,9/23/2019,2019,174,Taylor E Mobley Jr,LEONARD WATER SERVICES,59293,
520882,New Well,Public Supply,CITY OF COLORADO CITY,Mitchell,"COUNTY ROAD 404, COLORADO CITY,",32.398772,-100.757322,29-34-9,7/18/2019,7/29/2019,2019,175,Taylor E Mobley Jr,LEONARD WATER SERVICES,59293,190049
428943,New Well,Public Supply,Mitchell County Utilities,Mitchell,"131 west 5th Street, Colorado City, 79512",32.381002,-101.018625,28-40-9,6/12/2016,6/22/2016,2016,400,Russell R Bowles,Layne,59540,
428939,New Well,Public Supply,Mitchell County Utilities,Mitchell,"131 West 5th Street, Colorado City, 79512",32.37885,-101.02002,28-40-9,5/16/2016,6/9/2016,2016,400,Russell R Bowles,Layne,59540,
428893,New Well,Public Supply,Mitchell County Utilities,Mitchell,"131 West 5th Street, Colorado City, 79512",32.380768,-101.02052,28-40-9,5/4/2016,5/8/2016,2016,400,Russell R Bowles,Layne,59540,
416777,New Well,Public Supply,CITY OF COLORADO CITY,Mitchell,"CR 406, COLORADO CITY,",32.385233,-100.736094,29-35-7,2/17/2016,2/19/2016,2016,195,Taylor E Mobley Jr,LEONARD WATER SERVICES,59293,
365097,New Well,Public Supply,CITY OF COLORADO CITY,Mitchell,"CR 412, COLORADO CITY, 79512",32.371111,-100.743056,29-43-1,5/13/2014,5/15/2014,2014,168,Taylor E Mobley Jr,LEONARD WATER SERVICES,59293,
365093,New Well,Public Supply,CITY OF COLORADO CITY,Mitchell,"FM 644 SOUTH, COLORADO CITY, 79512",32.383611,-100.707223,29-35-8,5/7/2014,5/9/2014,2014,200,Taylor E Mobley Jr,LEONARD WATER SERVICES,59293,
316308,New Well,Public Supply,Lone Wolf,Mitchell,,32.380278,-101.020278,28-40-9,4/9/2013,4/10/2013,2013,530,John M Choate,Choate Well Service,2568,
316275,New Well,Public Supply,Lone Wolf,Mitchell,,32.304445,-101.024167,28-48-6,3/6/2013,3/8/2013,2013,620,John M Choate,Choate Well Service,2568,
316268,New Well,Public Supply,Lone Wolf,Mitchell,,32.376389,-101.018611,28-40-9,2/28/2013,3/1/2013,2013,530,John M Choate,Choate Well Service,2568,
283680,New Well,Public Supply,City of Colorado City,Mitchell,"CR 406, Colorado City, 79512",32.376944,-100.746667,29-35-7,4/9/2012,4/12/2012,2012,176,Scott W Stone,Leonard Water Services,54434,
283677,New Well,Public Supply,City of Colorado City,Mitchell,"CR 406, Colorado City, 79512",32.380555,-100.735834,29-35-7,4/4/2012,4/6/2012,2012,185,Scott W Stone,Leonard Water Services,54434,
282341,New Well,Public Supply,City of Colorado City,Mitchell,"CR 404, Colorado City, 79512",32.393889,-100.761945,29-34-9,3/23/2012,3/27/2012,2012,177,Scott W Stone,LEONARD WATER SERVICES,54434,
166265,New Well,Public Supply,Mitchell County Utility,Mitchell,"Mitchell County Utility, Colorado City, 79512",32.408056,-100.774722,29-34-9,1/12/2009,1/16/2009,2009,250,John M Choate,Choate Well Service Inc,2568,
85923,New Well,Public Supply,Mitchell County Utility,Mitchell,"Colorado City, 79512",32.409445,-100.7775,29-34-9,6/1/2006,6/5/2006,2006,280,John M Choate,Choate Well Service Inc,2568,
455240,New Well,Public Supply,City of Forsan,Howard,"Rex Avenue, Forsan, 79732",32.113561,-101.365656,28-62-1,5/4/2017,5/8/2017,2017,285,Donald A Foster,Andrews & Foster Drilling Co,2023,
300501,New Well,Public Supply,CITY OF FORSAN,Howard,"WELL FIELD, FORSAN, 79733",32.110001,-101.364723,28-62-1,8/15/2012,8/25/2012,2012,285,Clark Abel,"T-BAR DRILLING, INC.",2972,
209790,New Well,Public Supply,Sid Richardson Carbon Co,Howard,"Big Spring, 79720",32.340834,-101.370555,28-46-1,12/19/2009,1/13/2010,2010,100,John M Choate,Choate Well Service Inc,2568,
209787,New Well,Public Supply,Sid Richardson Carbon Co,Howard,"Big Spring, 79720",32.341667,-101.371111,28-46-1,12/12/2009,1/10/2010,2010,130,John M Choate,Choate Well Service Inc,2568,
129055,New Well,Public Supply,Sid Richardson Carbon Co.,Howard,"Walker Place, Big Spring, 79720",32.329722,-101.372778,28-46-4,11/11/2007,11/12/2007,2007,140,John M Choate,Choate Well Service Inc,2568,
129054,New Well,Public Supply,Sid Richardson Carbon Co.,Howard,"Walker Place, Big Spring, 79720",32.329722,-101.372778,28-46-4,11/20/2007,11/22/2007,2007,160,John M Choate,Choate Well Service Inc,2568,
598987,New Well,Public Supply,Rattler Midstream LP,Martin,"3857 County Rd D2701 From the intersection of CR D2701 and CR D3800 go 0.55 miles north on CR D2701. Turn west for 0.47 miles. Turn north for 0.07 miles to location., Tarzan, 79783",32.345856,-102.00505,27-48-3,3/4/2022,3/4/2022,2022,160,John B Steward,Wildcat Services LLC,59400,
522562,New Well,Public Supply,Crossland Construction,Martin,"2251 CR 3301, Lenorah, 79749",32.269944,-101.864917,28-42-7,7/10/2019,8/5/2019,2019,132,Russell Langford,"Associated Well Services, Inc.",56062,
228721,New Well,Public Supply,Martin County Fresh Water District,Martin,"Stanton,",32.271667,-101.82,28-42-8,12/4/2007,12/5/2007,2007,91,Gene Wheeler,Wheeler Drilling Co.,2355,
228720,New Well,Public Supply,Martin County Fresh Water District,Martin,"3499 CR B 3100, Stanton,",32.270555,-101.828889,28-42-8,12/3/2007,12/4/2007,2007,98,Gene Wheeler,Wheeler Drilling Co.,2355,
41628,New Well,Public Supply,Martin Co. Water Dist.,Martin,"3499 CRB 3100, Stanton, 79782",32.2675,-101.828889,28-42-8,10/21/2002,10/21/2002,2002,118,Gene Wheeler,Wheeler Drilling & Pump,2355,
41624,New Well,Public Supply,Martin Co. Water Dist.,Martin,"3499 CRB 3100, Stanton, 79782",32.273889,-101.831111,28-42-8,10/20/2002,10/20/2002,2002,120,Gene Wheeler,Wheeler Drilling & Pump Co.,2355,
41615,New Well,Public Supply,Martin Co. Water Dist.,Martin,"3499 CRB3100, Stanton, 79782",32.270278,-101.828611,28-42-8,10/22/2002,10/22/2002,2002,118,Gene Wheeler,Wheeler Drilling & Pumping Co.,2355,
